alpha_4,alpha_5,alpha_6,chi_squared
4.0,4.5,1.125,42837.806259082
4.0,4.5,1.75,1487757.6767731733
4.0,4.5,2.375,17167564.4414559
4.0,4.5,3.0,111347723.08608633
4.0,5.0,0.5,414.96869149105555
4.0,5.0,1.125,58476.46834870831
4.0,5.0,1.75,2027006.585110101
4.0,5.0,2.375,23381001.22799954
4.0,5.0,3.0,151632090.62835678
4.5,-5.0,0.5,761.6205734229591
4.5,-5.0,1.125,757.8669216606897
4.5,-5.0,1.75,1153.33005525534
4.5,-5.0,2.375,6172.055666826125
4.5,-5.0,3.0,37321.52322241235
4.5,-4.5,0.5,668.2102929745411
4.5,-4.5,1.125,671.0204963413505
4.5,-4.5,1.75,1490.2699243221975
4.5,-4.5,2.375,11386.700406789212
4.5,-4.5,3.0,72219.20855686344
4.5,-4.0,0.5,583.9748453252548
4.5,-4.0,1.125,601.8858719871529
4.5,-4.0,1.75,2187.849602472076
4.5,-4.0,2.375,20756.542033975278
4.5,-4.0,3.0,134165.08916136363
4.5,-3.5,0.5,508.8096089789018
4.5,-3.5,1.125,556.5686274441434
4.5,-3.5,1.75,3470.6342618992317
4.5,-3.5,2.375,36886.95250242569
4.5,-3.5,3.0,240078.78774338614
4.5,-3.0,0.5,442.597331839455
4.5,-3.0,1.125,544.457804922744
4.5,-3.0,1.75,5677.816505300008
4.5,-3.0,2.375,63705.18722284893
4.5,-3.0,3.0,415451.7481996819
4.5,-2.5,0.5,385.17080022792715
4.5,-2.5,1.125,579.5565113953202
4.5,-2.5,1.75,9310.276506855342
4.5,-2.5,2.375,107002.59970601769
4.5,-2.5,3.0,697862.0741246368
4.5,-2.0,0.5,335.51880622823546
4.5,-2.0,1.125,681.5129773002859
4.5,-2.0,1.75,15092.59341905328
4.5,-2.0,2.375,175156.89650777142
4.5,-2.0,3.0,1141660.4451866404
4.5,-1.5,0.5,293.15669829563325
4.5,-1.5,1.125,879.3995319986145
4.5,-1.5,1.75,24057.262579793718
4.5,-1.5,2.375,280087.22535065224
4.5,-1.5,3.0,1824153.269009883
4.5,-1.0,0.5,257.98234067372886
4.5,-1.0,1.125,1214.7164676907155
4.5,-1.0,1.75,37652.80177020732
4.5,-1.0,2.375,438500.1334097716
4.5,-1.0,3.0,2853679.3943922594
4.5,-0.5,0.5,229.93704148023892
4.5,-0.5,1.125,1745.1329849329513
4.5,-0.5,1.75,57883.6814010808
4.5,-0.5,2.375,673503.8507581962
4.5,-0.5,3.0,4380075.166547149
4.5,0.0,0.5,209.02911423224828
4.5,0.0,1.125,2549.7598944057977
4.5,0.0,1.75,87490.77539924519
4.5,0.0,2.375,1016685.1289982186
4.5,0.0,3.0,6608135.505794393
4.5,0.5,0.5,195.3561871875864
4.5,0.5,1.125,3735.8811303237353
4.5,0.5,1.75,130181.95986894848
4.5,0.5,2.375,1510763.2560844289
4.5,0.5,3.0,9814815.903105546
4.5,1.0,0.5,189.12258632092912
4.5,1.0,1.125,5447.496847202266
4.5,1.0,1.75,190925.0960649954
4.5,1.0,2.375,2212962.1145931454
4.5,1.0,3.0,14371088.362012088
4.5,1.5,0.5,190.6506802830256
4.5,1.5,1.125,7876.112963605384
4.5,1.5,1.75,276318.3675706058
4.5,1.5,2.375,3199272.5812187465
4.5,1.5,3.0,20769568.013828997
4.5,2.0,0.5,200.38876932367805
4.5,2.0,1.125,11274.312241138894
4.5,2.0,1.75,395056.25982431584
4.5,2.0,2.375,4569815.715283316
4.5,2.0,3.0,29659274.3754758
4.5,2.5,0.5,218.92071997324007
4.5,2.5,1.125,15972.76175949009
4.5,2.5,1.75,558513.4953780227
4.5,2.5,2.375,6455563.481806693
4.5,2.5,3.0,41889191.27557394
4.5,3.0,0.5,246.98287546587835
4.5,3.0,1.125,22401.454157344895
4.5,3.0,1.75,781474.1205693753
4.5,3.0,2.375,9026729.940177696
4.5,3.0,3.0,58562653.628985055
4.5,3.5,0.5,285.4924021495877
4.5,3.5,1.125,31116.151217697654
4.5,3.5,1.75,1083038.8636106437
4.5,3.5,2.375,12503214.025029669
4.5,3.5,3.0,81105031.24479344
4.5,4.0,0.5,335.5895885085474
4.5,4.0,1.125,42831.206259082
4.5,4.0,1.75,1487751.0767731734
4.5,4.0,2.375,17167557.841455903
4.5,4.0,3.0,111347716.48608634
4.5,4.5,0.5,398.69567967678836
4.5,4.5,1.125,58460.195336894045
4.5,4.5,1.75,2026990.3120982866
4.5,4.5,2.375,23380984.954987727
4.5,4.5,3.0,151632074.35534492
4.5,5.0,0.5,476.58779616195034
4.5,5.0,1.125,79166.0964375481
4.5,5.0,1.75,2740693.1971035157
4.5,5.0,2.375,31603205.34514026
4.5,5.0,3.0,204937805.52123204
5.0,-5.0,0.5,846.414856491911
5.0,-5.0,1.125,849.2250598587204
5.0,-5.0,1.75,1668.4744878395672
5.0,-5.0,2.375,11564.904970306581
5.0,-5.0,3.0,72397.41312038079
5.0,-4.5,0.5,751.4594401363853
5.0,-4.5,1.125,769.3704667982834
5.0,-4.5,1.75,2355.334197283207
5.0,-4.5,2.375,20924.02662878641
5.0,-4.5,3.0,134332.57375617474
5.0,-4.0,0.5,665.6478134006301
5.0,-4.0,1.125,713.4068318658717
5.0,-4.0,1.75,3627.47246632096
5.0,-4.0,2.375,37043.79070684741
5.0,-4.0,3.0,240235.62594780786
5.0,-3.5,0.5,588.886182236006
5.0,-3.5,1.125,690.746655319295
5.0,-3.5,1.75,5824.105355696559
5.0,-3.5,2.375,63851.47607324548
5.0,-3.5,3.0,415598.0370500785
5.0,-3.0,0.5,521.0345375582525
5.0,-3.0,1.125,715.4202487256455
5.0,-3.0,1.75,9446.140244185668
5.0,-3.0,2.375,107138.46344334801
5.0,-3.0,3.0,697997.9378619671
5.0,-2.5,0.5,461.1109275498215
5.0,-2.5,1.125,807.105098621872
5.0,-2.5,1.75,15218.185540374867
5.0,-2.5,2.375,175282.48862909304
5.0,-2.5,3.0,1141786.0373079618
5.0,-2.0,0.5,408.65861958138
5.0,-2.0,1.125,994.9014532843612
5.0,-2.0,1.75,24172.764501079466
5.0,-2.0,2.375,280202.727271938
5.0,-2.0,3.0,1824268.7709311687
5.0,-1.5,0.5,363.59686246398593
5.0,-1.5,1.125,1320.3309894809722
5.0,-1.5,1.75,37758.41629199757
5.0,-1.5,2.375,438605.7479315619
5.0,-1.5,3.0,2853785.0089140497
5.0,-1.0,0.5,325.87555050582677
5.0,-1.0,1.125,1841.0714939585391
5.0,-1.0,1.75,57979.61991010639
5.0,-1.0,2.375,673599.7892672217
5.0,-1.0,3.0,4380171.105056176
5.0,-0.5,0.5,295.49332444183597
5.0,-0.5,1.125,2636.2241046153854
5.0,-0.5,1.75,87577.23960945477
5.0,-0.5,2.375,1016771.5932084281
5.0,-0.5,3.0,6608221.970004603
5.0,0.0,0.5,272.51773283697577
5.0,0.0,1.125,3813.042675973125
5.0,0.0,1.75,130259.12141459787
5.0,0.0,2.375,1510840.4176300783
5.0,0.0,3.0,9814893.064651195
5.0,0.5,0.5,257.105532818294
5.0,0.5,1.125,5515.479793699631
5.0,0.5,1.75,190993.07901149275
5.0,0.5,2.375,2213030.0975396433
5.0,0.5,3.0,14371156.344958587
5.0,1.0,0.5,249.52159714116965
5.0,1.0,1.125,7934.983880463527
5.0,1.0,1.75,276377.238487464
5.0,1.0,2.375,3199331.4521356043
5.0,1.0,3.0,20769626.88474585
5.0,1.5,0.5,250.15634960085444
5.0,1.5,1.125,11324.07982141607
5.0,1.5,1.75,395106.0274045931
5.0,1.5,2.375,4569865.482863594
5.0,1.5,3.0,29659324.14305608
5.0,2.0,0.5,259.54360221561234
5.0,2.0,1.125,16013.384641732464
5.0,2.0,1.75,558554.118260265
5.0,2.0,2.375,6455604.104688936
5.0,2.0,3.0,41889231.89845618
5.0,2.5,0.5,278.38219212565735
5.0,2.5,1.125,22432.85347400467
5.0,2.5,1.75,781505.5198860351
5.0,2.5,2.375,9026761.339494357
5.0,2.5,3.0,58562685.028301716
5.0,3.0,0.5,307.5653459924734
5.0,3.0,1.125,31138.224161540544
5.0,3.0,1.75,1083060.9365544864
5.0,3.0,2.375,12503236.097973512
5.0,3.0,3.0,81105053.3177373
5.0,3.5,0.5,348.2213742506029
5.0,3.5,1.125,42843.83804482405
5.0,3.5,1.75,1487763.7085589154
5.0,3.5,2.375,17167570.473241642
5.0,3.5,3.0,111347729.11787207
5.0,4.0,0.5,401.76869149105556
5.0,4.0,1.125,58463.26834870831
5.0,4.0,1.75,2026993.385110101
5.0,4.0,2.375,23380988.02799954
5.0,4.0,3.0,151632077.42835677
5.0,4.5,0.5,469.98779616195037
5.0,4.5,1.125,79159.49643754809
5.0,4.5,1.75,2740686.5971035156
5.0,4.5,2.375,31603198.745140262
5.0,4.5,3.0,204937798.92123204
5.0,5.0,0.5,555.1129504918109
5.0,5.0,1.125,106406.75224857293
5.0,5.0,1.75,3679457.8054256043
5.0,5.0,2.375,42416805.86576622
5.0,5.0,3.0,275041119.24845904
